Export Status,Error Message,*Location Type,*Parent Path,*Location Name,*Effective Date,*Expiration Date,Full Name,Description,Address,Cost Center,Direct Work Percent,Indirect Work Percent,Transferable,Currency,Color,External Id
Success,,COST CENTER,CN/10100/HSC Pediatric Center/Rehab Bunker Hill,10497 Engineering,1/01/1900,1/01/3000,10497 Engineering,10497 Engineering,,10497,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10497-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10497 Engineering,MECH,1/01/1900,1/01/3000,MECH,HSCPC Maintenance Mechanic,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10497-JC1825-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10497 Engineering,ENG,1/01/1900,1/01/3000,ENG,HSCPC Building Engineer,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10497-JC1793-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10497 Engineering,CONSULT,1/01/1900,1/01/3000,CONSULT,Independent Contractor Consultant,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10497-JC2414-EXTID
Success,,COST CENTER,CN/10100/HSC Pediatric Center/Rehab Bunker Hill,10479 Nutrition,1/01/1900,1/01/3000,10479 Nutrition,10479 Nutrition,,10479,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10479-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10479 Nutrition,LEAD,1/01/1900,1/01/3000,LEAD,HSCPC Food Production Lead,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10479-JC1814-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10479 Nutrition,CASHIER,1/01/1900,1/01/3000,CASHIER,HSCPC Cashier,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10479-JC1795-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10479 Nutrition,AIDE,1/01/1900,1/01/3000,AIDE,HSCPC Nutrition Services Aide HSC,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10479-JC1835-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10479 Nutrition,DIET,1/01/1900,1/01/3000,DIET,Clinical Dietitian I,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10479-JC1707-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10479 Nutrition,CONSULT,1/01/1900,1/01/3000,CONSULT,Independent Contractor Consultant,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10479-JC2414-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10479 Nutrition,TECH,1/01/1900,1/01/3000,TECH,HSCPC Diet Technician,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10479-JC1806-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10479 Nutrition,CONTRACT,1/01/1900,1/01/3000,CONTRACT,Labor Service Contractor,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10479-JC2417-EXTID
Success,,COST CENTER,CN/10100/HSC Pediatric Center/Rehab Bunker Hill,10498 Materials management,1/01/1900,1/01/3000,10498 Materials management,10498 Materials management,,10498,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10498-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10498 Materials management,CLERK,1/01/1900,1/01/3000,CLERK,HSCPC Central Supply Clerk,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10498-JC1796-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10498 Materials management,LEAD,1/01/1900,1/01/3000,LEAD,HSCPC Support Svcs Prog Lead,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10498-JC1867-EXTID
Success,,COST CENTER,CN/10100/HSC Pediatric Center/Rehab Bunker Hill,10533 RSC - Respiratory Therapy,1/01/1900,1/01/3000,10533 RSC - Respiratory Therapy,10533 RSC - Respiratory Therapy,,10533,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10533-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10533 RSC - Respiratory Therapy,RT,1/01/1900,1/01/3000,RT,HSCPC Respiratory Therapist I,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10533-JC1854-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10533 RSC - Respiratory Therapy,SPV,1/01/1900,1/01/3000,SPV,HSCPC Respiratory Supervisor,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10533-JC1853-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10533 RSC - Respiratory Therapy,MGR,1/01/1900,1/01/3000,MGR,HSCPC Mgr Respiratory Svcs,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10533-JC1832-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10533 RSC - Respiratory Therapy,CHG,1/01/1900,1/01/3000,CHG,CHG,,,,,false,USD,,
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10533 RSC - Respiratory Therapy,Float,1/01/1900,1/01/3000,Float,Float,,,,,false,USD,,
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10533 RSC - Respiratory Therapy,TRSPT,1/01/1900,1/01/3000,TRSPT,TRSPT,,,,,false,USD,,
Success,,COST CENTER,CN/10100/HSC Pediatric Center/Rehab Bunker Hill,10474 RSC Administration,1/01/1900,1/01/3000,10474 RSC Administration,10474 RSC Administration,,10474,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10474-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10474 RSC Administration,COO,1/01/1900,1/01/3000,COO,HSCPC Chief Operating Officer,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10474-JC1804-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10474 RSC Administration,COORD,1/01/1900,1/01/3000,COORD,HSC Operations Coordinator,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10474-JC0864-EXTID
Success,,COST CENTER,CN/10100/HSC Pediatric Center/Rehab Bunker Hill,10490 OP Administration,1/01/1900,1/01/3000,10490 OP Administration,10490 OP Administration,,10490,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10490-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10490 OP Administration,TECH,1/01/1900,1/01/3000,TECH,HSCPC Rehab Technician,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10490-JC1852-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10490 OP Administration,DIR,1/01/1900,1/01/3000,DIR,HSCPC Dir Outpatient Programs,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10490-JC1810-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10490 OP Administration,REGSTR,1/01/1900,1/01/3000,REGSTR,HSCPC Registrar,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10490-JC1850-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10490 OP Administration,LEAD,1/01/1900,1/01/3000,LEAD,HSCPC Clinic Operations Lead,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10490-JC1801-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10490 OP Administration,COORD,1/01/1900,1/01/3000,COORD,HSCPC Scheduling Coordinator,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10490-JC1802-EXTID
Success,,COST CENTER,CN/10100/HSC Pediatric Center/Rehab Bunker Hill,10500 Nursing Administration,1/01/1900,1/01/3000,10500 Nursing Administration,10500 Nursing Administration,,10500,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10500-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10500 Nursing Administration,HS,1/01/1900,1/01/3000,HS,HSCPC House Supervisor,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10500-JC1817-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10500 Nursing Administration,MGR,1/01/1900,1/01/3000,MGR,HSCPC Nurse Manager,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10500-JC1809-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10500 Nursing Administration,COORD,1/01/1900,1/01/3000,COORD,HSCPC Staffing Coordinator,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10500-JC1866-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10500 Nursing Administration,NE,1/01/1900,1/01/3000,NE,HSCPC Prof Prac & Clin Educ Sp,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10500-JC1834-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10500 Nursing Administration,EDU,1/01/1900,1/01/3000,EDU,EDU,,,,,false,USD,,
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10500 Nursing Administration,MEETING,1/01/1900,1/01/3000,MEETING,MEETING,,,,,false,USD,,
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10500 Nursing Administration,SUPER,1/01/1900,1/01/3000,SUPER,SUPER,,,,,false,USD,,
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10500 Nursing Administration,ORIENT,1/01/1900,1/01/3000,ORIENT,ORIENT,,,,,false,USD,,
Success,,COST CENTER,CN/10100/HSC Pediatric Center/Rehab Bunker Hill,10504 Kids in Action - Unrestricted,1/01/1900,1/01/3000,10504 Kids in Action - Unrestricted,10504 Kids in Action - Unrestricted,,10504,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10504-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10504 Kids in Action - Unrestricted,SPEC,1/01/1900,1/01/3000,SPEC,HSC Event Planning Specialist,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10504-JC0862-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10504 Kids in Action - Unrestricted,MGR,1/01/1900,1/01/3000,MGR,HSCPC Mgr Community Rec Svcs,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10504-JC1846-EXTID
Success,,COST CENTER,CN/10100/HSC Pediatric Center/Rehab Bunker Hill,10506 RSC Physical Therapy,1/01/1900,1/01/3000,10506 RSC Physical Therapy,10506 RSC Physical Therapy,,10506,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10506-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10506 RSC Physical Therapy,COORD,1/01/1900,1/01/3000,COORD,HSCPC Rehab Engineering Coord,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10506-JC1851-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10506 RSC Physical Therapy,PT,1/01/1900,1/01/3000,PT,HSCPC Physical Therapist,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10506-JC1845-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10506 RSC Physical Therapy,MGR,1/01/1900,1/01/3000,MGR,HSCPC Mgr OPED Services,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10506-JC1830-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10506 RSC Physical Therapy,OT,1/01/1900,1/01/3000,OT,HSCPC OPED Therapist,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10506-JC1839-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10506 RSC Physical Therapy,LEAD,1/01/1900,1/01/3000,LEAD,HSCPC Lead OTPTSLP Therapist,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10506-JC1824-EXTID
Success,,COST CENTER,CN/10100/HSC Pediatric Center/Rehab Bunker Hill,10508 RSC Speech Therapy,1/01/1900,1/01/3000,10508 RSC Speech Therapy,10508 RSC Speech Therapy,,10508,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10508-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10508 RSC Speech Therapy,MGR,1/01/1900,1/01/3000,MGR,HSCPC Mgr Inpatient Rehab Svcs,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10508-JC1829-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10508 RSC Speech Therapy,SLP,1/01/1900,1/01/3000,SLP,HSCPC Speech Lang Pathologist,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10508-JC1861-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10508 RSC Speech Therapy,OT,1/01/1900,1/01/3000,OT,HSCPC OPED Therapist,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10508-JC1839-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10508 RSC Speech Therapy,TRAINEE,1/01/1900,1/01/3000,TRAINEE,Clinical Trainee,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10508-JC2420-EXTID
Success,,COST CENTER,CN/10100/HSC Pediatric Center/Rehab Bunker Hill,10476 Medicine,1/01/1900,1/01/3000,10476 Medicine,10476 Medicine,,10476,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10476-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10476 Medicine,NP,1/01/1900,1/01/3000,NP,HSCPC Nurse Practitioner,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10476-JC1838-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10476 Medicine,COORD,1/01/1900,1/01/3000,COORD,HSCPC Patient Care Scvs Ops Co,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10476-JC1826-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10476 Medicine,PHYS,1/01/1900,1/01/3000,PHYS,HSCPC Pediatrician,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10476-JC1842-EXTID
Success,,COST CENTER,CN/10100/HSC Pediatric Center/Rehab Bunker Hill,10484 Pharmacy - IP,1/01/1900,1/01/3000,10484 Pharmacy - IP,10484 Pharmacy - IP,,10484,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10484-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10484 Pharmacy - IP,TECH,1/01/1900,1/01/3000,TECH,HSCPC Pharmacy Technician,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10484-JC1844-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10484 Pharmacy - IP,PHARM,1/01/1900,1/01/3000,PHARM,HSCPC Staff Pharmacist,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10484-JC1864-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10484 Pharmacy - IP,CONTRACT,1/01/1900,1/01/3000,CONTRACT,Labor Service Contractor,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10484-JC2417-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10484 Pharmacy - IP,PHARM OC,1/01/1900,1/01/3000,PHARM OC,PHARM OC,,,,,false,USD,,
Success,,COST CENTER,CN/10100/HSC Pediatric Center/Rehab Bunker Hill,10492 NRH Services,1/01/1900,1/01/3000,10492 NRH Services,10492 NRH Services,,10492,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10492-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10492 NRH Services,PCA,1/01/1900,1/01/3000,PCA,HSCPC Pediatric Care Aide HSC,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10492-JC1840-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10492 NRH Services,CONSULT,1/01/1900,1/01/3000,CONSULT,Independent Contractor Consultant,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10492-JC2414-EXTID
Success,,COST CENTER,CN/10100/HSC Pediatric Center/Rehab Bunker Hill,10481 HSC - Inpatient Therapies,1/01/1900,1/01/3000,10481 HSC - Inpatient Therapies,10481 HSC - Inpatient Therapies,,10481,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10481-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10481 HSC - Inpatient Therapies,TRAINEE,1/01/1900,1/01/3000,TRAINEE,Clinical Trainee,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10481-JC2420-EXTID
Success,,COST CENTER,CN/10100/HSC Pediatric Center/Rehab Bunker Hill,10494 Building services,1/01/1900,1/01/3000,10494 Building services,10494 Building services,,10494,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10494-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10494 Building services,AIDE,1/01/1900,1/01/3000,AIDE,HSCPC Housekeeping Aide HSC,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10494-JC1818-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10494 Building services,LEAD,1/01/1900,1/01/3000,LEAD,HSCPC Blding Svcs Crew Leader,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10494-JC1792-EXTID
Success,,COST CENTER,CN/10100/HSC Pediatric Center/Rehab Bunker Hill,10488 Skilled Nursing Facility,1/01/1900,1/01/3000,10488 Skilled Nursing Facility,10488 Skilled Nursing Facility,,10488,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10488-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10488 Skilled Nursing Facility,CNA,1/01/1900,1/01/3000,CNA,HSCPC Certified Nurse Assist HSC,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10488-JC1797-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10488 Skilled Nursing Facility,MGR,1/01/1900,1/01/3000,MGR,HSCPC SNF Nurse Manager,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10488-JC1858-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10488 Skilled Nursing Facility,NURSE,1/01/1900,1/01/3000,NURSE,HSCPC Inpatient & SNF RN,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10488-JC0868-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10488 Skilled Nursing Facility,HS,1/01/1900,1/01/3000,HS,HSCPC House Supervisor,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10488-JC1817-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10488 Skilled Nursing Facility,LNHA,1/01/1900,1/01/3000,LNHA,HSCPC SNF Administrator,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10488-JC1857-EXTID
Success,,COST CENTER,CN/10100/HSC Pediatric Center/Rehab Bunker Hill,10507 RSC Occupational Therapy,1/01/1900,1/01/3000,10507 RSC Occupational Therapy,10507 RSC Occupational Therapy,,10507,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10507-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10507 RSC Occupational Therapy,OT,1/01/1900,1/01/3000,OT,HSCPC Occupational Therapist,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10507-JC1837-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10507 RSC Occupational Therapy,LEAD,1/01/1900,1/01/3000,LEAD,HSCPC Lead OPED Therapist,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10507-JC1823-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10507 RSC Occupational Therapy,MGR,1/01/1900,1/01/3000,MGR,HSCPC Mgr Indi Therapies Prog,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10507-JC1831-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10507 RSC Occupational Therapy,TRAINEE,1/01/1900,1/01/3000,TRAINEE,Clinical Trainee,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10507-JC2420-EXTID
Success,,COST CENTER,CN/10100/HSC Pediatric Center/Rehab Bunker Hill,10502 Quality assurance,1/01/1900,1/01/3000,10502 Quality assurance,10502 Quality assurance,,10502,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10502-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10502 Quality assurance,LEAD,1/01/1900,1/01/3000,LEAD,HSCPC Prog Lead Quality,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10502-JC1847-EXTID
Success,,COST CENTER,CN/10100/HSC Pediatric Center/Rehab Bunker Hill,10499 Patient care services,1/01/1900,1/01/3000,10499 Patient care services,10499 Patient care services,,10499,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10499-EXTID
Success,,Job,CN/10100/HSC Pediatric Center/Rehab Bunker Hill/10499 Patient care services,CONSULT,1/01/1900,1/01/3000,CONSULT,Independent Contractor Consultant,,,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10499-JC2414-EXTID
Success,,COST CENTER,CN/10100/HSC Pediatric Center/Rehab Bunker Hill,10509 RSC Psychology,1/01/1900,1/01/3000,10509 RSC Psychology,10509 RSC Psychology,,10509,,,false,USD,,CN-10100-HSC Pediatric Center-LOC_015-CC_10509-EXTID
Success,,DIVISION,CN/10100,President,1/01/1900,1/01/3000,President,President,,,,,false,USD,,CN-10100-President-EXTID
Success,,LOCATION,CN/10100/President,Main Campus,1/01/1900,1/01/3000,Main Campus,Main Campus,,,,,false,USD,,CN-10100-President-LOC_001-EXTID
Success,,COST CENTER,CN/10100/President/Main Campus,10045 Office of the President,1/01/1900,1/01/3000,10045 Office of the President,10045 Office of the President,,10045,,,false,USD,,CN-10100-President-LOC_001-CC_10045-EXTID
Success,,Job,CN/10100/President/Main Campus/10045 Office of the President,CEO,1/01/1900,1/01/3000,CEO,President & CEO,,,,,false,USD,,CN-10100-President-LOC_001-CC_10045-JC2390-EXTID
Success,,Job,CN/10100/President/Main Campus/10045 Office of the President,EVP,1/01/1900,1/01/3000,EVP,EVP & Chief Academic Officer,,,,,false,USD,,CN-10100-President-LOC_001-CC_10045-JC2393-EXTID
Success,,Job,CN/10100/President/Main Campus/10045 Office of the President,MGR,1/01/1900,1/01/3000,MGR,Admin Mgr CEO Office,,,,,false,USD,,CN-10100-President-LOC_001-CC_10045-JC0424-EXTID
Success,,Job,CN/10100/President/Main Campus/10045 Office of the President,CHIEF,1/01/1900,1/01/3000,CHIEF,Chief Diversity Officer,,,,,false,USD,,CN-10100-President-LOC_001-CC_10045-JC1430-EXTID
Success,,Job,CN/10100/President/Main Campus/10045 Office of the President,SVP,1/01/1900,1/01/3000,SVP,SVP & Chief Strategy Officer,,,,,false,USD,,CN-10100-President-LOC_001-CC_10045-JC2408-EXTID
Success,,Job,CN/10100/President/Main Campus/10045 Office of the President,TRAINEE,1/01/1900,1/01/3000,TRAINEE,Research Trainee,,,,,false,USD,,CN-10100-President-LOC_001-CC_10045-JC2421-EXTID
Success,,Job,CN/10100/President/Main Campus/10045 Office of the President,CONSULT,1/01/1900,1/01/3000,CONSULT,Independent Contractor Consultant,,,,,false,USD,,CN-10100-President-LOC_001-CC_10045-JC2414-EXTID
Success,,LOCATION,CN/10100/President,Inventa,1/01/1900,1/01/3000,Inventa,Inventa,,,,,false,USD,,CN-10100-President-LOC_064-EXTID
Success,,COST CENTER,CN/10100/President/Inventa,10045 Office of the President,1/01/1900,1/01/3000,10045 Office of the President,10045 Office of the President,,10045,,,false,USD,,CN-10100-President-LOC_064-CC_10045-EXTID
Success,,Job,CN/10100/President/Inventa/10045 Office of the President,EVP,1/01/1900,1/01/3000,EVP,EVP & Chief Legal Officer,,,,,false,USD,,CN-10100-President-LOC_064-CC_10045-JC2396-EXTID
Success,,DIVISION,CN/10100,People's,1/01/1900,1/01/3000,People's,People's,,,,,false,USD,,CN-10100-People's-EXTID
Success,,LOCATION,CN/10100/People's,Main Campus,1/01/1900,1/01/3000,Main Campus,Main Campus,,,,,false,USD,,CN-10100-People's-LOC_001-EXTID
Success,,COST CENTER,CN/10100/People's/Main Campus,10042 HR Business Partners,1/01/1900,1/01/3000,10042 HR Business Partners,10042 HR Business Partners,,10042,,,false,USD,,CN-10100-People's-LOC_001-CC_10042-EXTID
Success,,Job,CN/10100/People's/Main Campus/10042 HR Business Partners,HRBP,1/01/1900,1/01/3000,HRBP,Sr HR Business Partner,,,,,false,USD,,CN-10100-People's-LOC_001-CC_10042-JC0849-EXTID
Success,,Job,CN/10100/People's/Main Campus/10042 HR Business Partners,DIR,1/01/1900,1/01/3000,DIR,Dir & Lead HR Business Partner,,,,,false,USD,,CN-10100-People's-LOC_001-CC_10042-JC1404-EXTID
Success,,COST CENTER,CN/10100/People's/Main Campus,10041 Occupational Health,1/01/1900,1/01/3000,10041 Occupational Health,10041 Occupational Health,,10041,,,false,USD,,CN-10100-People's-LOC_001-CC_10041-EXTID
Success,,Job,CN/10100/People's/Main Campus/10041 Occupational Health,MGR,1/01/1900,1/01/3000,MGR,Mgr Occupational Health,,,,,false,USD,,CN-10100-People's-LOC_001-CC_10041-JC0842-EXTID
Success,,Job,CN/10100/People's/Main Campus/10041 Occupational Health,COORD,1/01/1900,1/01/3000,COORD,Occupational Health Comp Coord,,,,,false,USD,,CN-10100-People's-LOC_001-CC_10041-JC0826-EXTID
Success,,Job,CN/10100/People's/Main Campus/10041 Occupational Health,NP,1/01/1900,1/01/3000,NP,Adv Pract Nurse Practitioner,,,,,false,USD,,CN-10100-People's-LOC_001-CC_10041-JC1578-EXTID
Success,,Job,CN/10100/People's/Main Campus/10041 Occupational Health,REP,1/01/1900,1/01/3000,REP,HR Shared Services Rep,,,,,false,USD,,CN-10100-People's-LOC_001-CC_10041-JC0843-EXTID
Success,,Job,CN/10100/People's/Main Campus/10041 Occupational Health,SPV,1/01/1900,1/01/3000,SPV,OH Supervisor,,,,,false,USD,,CN-10100-People's-LOC_001-CC_10041-JC0827-EXTID
Success,,Job,CN/10100/People's/Main Campus/10041 Occupational Health,CONSULT,1/01/1900,1/01/3000,CONSULT,Independent Contractor Consultant,,,,,false,USD,,CN-10100-People's-LOC_001-CC_10041-JC2414-EXTID
